id,extra_attributes
1735,"{'dept': 'MFG', 'name': 'Blaise McDermott', 'shift': 'Morning', 'title': 'DR10769I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G47.C'}"
1734,"{'dept': 'MFG', 'name': 'Emmanuel Keeling', 'shift': 'Morning', 'title': 'DR10748I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1733,"{'dept': 'MFG', 'name': 'Brenna Bednar', 'shift': 'Group 3', 'title': 'DR10664I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1732,"{'dept': 'MFG', 'name': 'Trenton Hoppe', 'shift': 'Group 2', 'title': 'DR10523V', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1731,"{'dept': 'MFG', 'name': 'Jed Rohan', 'shift': 'Group 2', 'title': 'DR10418I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1730,"{'dept': 'MFG', 'name': 'Brigitte Kerluke', 'shift': 'Group 3', 'title': 'DR10407I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1729,"{'dept': 'MFG', 'name': 'Isabella Gleichner', 'shift': 'Group 2', 'title': 'DR10354I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1728,"{'dept': 'MFG', 'name': 'Shana Blanda', 'shift': 'Group 3', 'title': 'DR10308I', 'supvid': '01404732', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Badariah Binti Abdul Aziz', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1727,"{'dept': 'MFG', 'name': 'Eldon Sauer', 'shift': 'Group 2', 'title': 'DR10244I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1726,"{'dept': 'MFG', 'name': 'Anne Ondricka', 'shift': 'Group 2', 'title': 'DR10239I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1725,"{'dept': 'MFG', 'name': 'Karianne Rohan', 'shift': 'Night', 'title': 'DR10006V', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1724,"{'dept': 'MFG', 'name': 'Shayna Simonis', 'shift': 'Night', 'title': 'DR00683N', 'supvid': '00031680', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Chau Kok Onn', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1723,"{'dept': 'MFG', 'name': 'Maximilian Stokes', 'shift': 'Morning', 'title': 'DR00312N', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1722,"{'dept': 'MFG', 'name': 'Bernita Nicolas', 'shift': 'Group 2', 'title': 'DR00103I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1721,"{'dept': 'MFG', 'name': 'Freeda Brakus', 'shift': 'Night', 'title': 'DN02317I', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'QA04', 'shiftgroup': 'G27.C'}"
1720,"{'dept': 'MFG', 'name': 'Marcelino Hegmann', 'shift': 'Group 2', 'title': 'DN02312I', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'QA04', 'shiftgroup': 'G61.C'}"
1719,"{'dept': 'MFG', 'name': 'Florencio Kuvalis', 'shift': 'Morning', 'title': 'DN02311I', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'QA04', 'shiftgroup': 'G26.C'}"
1718,"{'dept': 'MFG', 'name': 'Tyra Goyette', 'shift': 'Group 3', 'title': 'DN02310I', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'QA04', 'shiftgroup': 'G62.C'}"
1717,"{'dept': 'MFG', 'name': 'Corrine Marvin', 'shift': 'Morning', 'title': 'DN02177I', 'supvid': '01391977', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Salahudin Bin Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1716,"{'dept': 'MFG', 'name': 'Roxanne Brakus', 'shift': 'Morning', 'title': 'DN02174I', 'supvid': '00029196', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sarah Dina Binti Md Ariffin', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G47.C'}"
1715,"{'dept': 'MFG', 'name': 'Tierra Williamson', 'shift': 'Group 2', 'title': 'DN02173I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1714,"{'dept': 'MFG', 'name': 'Elliot Welch', 'shift': 'Night', 'title': 'DN02169I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1713,"{'dept': 'MFG', 'name': 'Maud Thiel', 'shift': 'Group 2', 'title': 'DN02157I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1712,"{'dept': 'MFG', 'name': 'Camila Raynor', 'shift': 'Group 2', 'title': 'DN02156I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1711,"{'dept': 'MFG', 'name': 'Edgardo Jacobson', 'shift': 'Group 2', 'title': 'DN02149I', 'supvid': '01404732', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Badariah Binti Abdul Aziz', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1710,"{'dept': 'MFG', 'name': 'Gregorio Conn', 'shift': 'Night', 'title': 'DN02148I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1709,"{'dept': 'MFG', 'name': 'Gina Brown', 'shift': 'Group 3', 'title': 'DN02146I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1708,"{'dept': 'MFG', 'name': 'Humberto Collins', 'shift': 'Group 3', 'title': 'DN02145I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1707,"{'dept': 'MFG', 'name': 'Kiarra Lebsack', 'shift': 'Night', 'title': 'DN02144I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1706,"{'dept': 'MFG', 'name': 'Annette Huel', 'shift': 'Group 2', 'title': 'DN02067I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1705,"{'dept': 'MFG', 'name': 'Vincenzo Zemlak', 'shift': 'Group 3', 'title': 'DN02064I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1704,"{'dept': 'MFG', 'name': 'Ezequiel Kemmer', 'shift': 'Group 2', 'title': 'DN02062I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1703,"{'dept': 'MFG', 'name': 'Elbert Runolfsson', 'shift': 'Group 2', 'title': 'DN02060I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1702,"{'dept': 'MFG', 'name': 'Frieda Toy', 'shift': 'Group 3', 'title': 'DN02032I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1701,"{'dept': 'MFG', 'name': 'Nicola Terry', 'shift': 'Group 3', 'title': 'DN02031I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1700,"{'dept': 'MFG', 'name': 'Jamel Hane', 'shift': 'Group 2', 'title': 'DN02030I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1699,"{'dept': 'MFG', 'name': 'Jayme Bergstrom', 'shift': 'Group 2', 'title': 'DN02027I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1698,"{'dept': 'MFG', 'name': 'Gaetano Adams', 'shift': 'Group 3', 'title': 'DN02026I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1697,"{'dept': 'MFG', 'name': ""Ignatius O'Conner"", 'shift': 'Morning', 'title': 'DN02022I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1696,"{'dept': 'MFG', 'name': 'Nigel Bartoletti', 'shift': 'Morning', 'title': 'DN02020I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1695,"{'dept': 'MFG', 'name': 'Fiona Maggio', 'shift': 'Night', 'title': 'DN02019I', 'supvid': '00029196', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sarah Dina Binti Md Ariffin', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1694,"{'dept': 'MFG', 'name': 'Helena King', 'shift': 'Morning', 'title': 'DN02018I', 'supvid': '00029196', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sarah Dina Binti Md Ariffin', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1693,"{'dept': 'MFG', 'name': 'Charley Ankunding', 'shift': 'Morning', 'title': 'DN02016I', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1692,"{'dept': 'MFG', 'name': 'Magdalen Emmerich', 'shift': 'Group 2', 'title': 'DN02014I', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1691,"{'dept': 'MFG', 'name': 'Esther Stamm', 'shift': 'Group 2', 'title': 'DN01889I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1690,"{'dept': 'MFG', 'name': 'Madalyn Moore', 'shift': 'Group 3', 'title': 'DN01888I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1689,"{'dept': 'MFG', 'name': 'Sunny Hoeger', 'shift': 'Morning', 'title': 'DN01885I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1688,"{'dept': 'MFG', 'name': 'Keegan Blanda', 'shift': 'Night', 'title': 'DN01884I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1687,"{'dept': 'MFG', 'name': 'Demond Goodwin', 'shift': 'Night', 'title': 'DN01877I', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1686,"{'dept': 'MFG', 'name': 'Cristina Pacocha', 'shift': 'Night', 'title': 'DN01876I', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1685,"{'dept': 'MFG', 'name': 'Wilford Volkman', 'shift': 'Night', 'title': 'DN01875I', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1684,"{'dept': 'MFG', 'name': 'Malachi Koelpin', 'shift': 'Night', 'title': 'DN01869I', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1683,"{'dept': 'MFG', 'name': 'Harmon Hintz', 'shift': 'Morning', 'title': 'DN01867I', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1682,"{'dept': 'MFG', 'name': 'Blaze Frami', 'shift': 'Night', 'title': 'DN01862I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1681,"{'dept': 'MFG', 'name': 'Kenyatta Kreiger', 'shift': 'Night', 'title': 'DN01861I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1680,"{'dept': 'MFG', 'name': 'Brown Jacobson', 'shift': 'Night', 'title': 'DN01860I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1679,"{'dept': 'MFG', 'name': 'Marvin Pfeffer', 'shift': 'Group 2', 'title': 'DN01859I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1678,"{'dept': 'MFG', 'name': 'Nathen Kshlerin', 'shift': 'Group 2', 'title': 'DN01858I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1677,"{'dept': 'MFG', 'name': 'Kellen Maggio', 'shift': 'Group 2', 'title': 'DN01855I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1676,"{'dept': 'MFG', 'name': 'Rafaela Donnelly', 'shift': 'Group 2', 'title': 'DN01854I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1675,"{'dept': 'MFG', 'name': 'Ransom Homenick', 'shift': 'Group 3', 'title': 'DN01851I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1674,"{'dept': 'MFG', 'name': 'Marguerite Treutel', 'shift': 'Group 3', 'title': 'DN01846I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1673,"{'dept': 'MFG', 'name': 'Micheal Gulgowski', 'shift': 'Morning', 'title': 'DN01845I', 'supvid': '01392030', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vigneshweri A/P Krishna', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G47.C'}"
1672,"{'dept': 'MFG', 'name': 'Elbert Bogan', 'shift': 'Group 2', 'title': 'DN01844I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1671,"{'dept': 'MFG', 'name': 'Rosemarie Konopelski', 'shift': 'Group 2', 'title': 'DN01843I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1670,"{'dept': 'MFG', 'name': 'Lea Hane', 'shift': 'Group 2', 'title': 'DN01834I', 'supvid': '00031111', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Ng Heng Hou', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1669,"{'dept': 'MFG', 'name': 'Burley Sanford', 'shift': 'Group 3', 'title': 'DN01824I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1668,"{'dept': 'MFG', 'name': 'Vergie Schneider', 'shift': 'Group 3', 'title': 'DN01820I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1667,"{'dept': 'MFG', 'name': 'Delilah Cremin', 'shift': 'Group 3', 'title': 'DN01819I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1666,"{'dept': 'MFG', 'name': 'Dewayne Abernathy', 'shift': 'Night', 'title': 'DN01817I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1665,"{'dept': 'MFG', 'name': 'Ava Moen', 'shift': 'Night', 'title': 'DN01816I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1664,"{'dept': 'MFG', 'name': 'Irving Johns', 'shift': 'Group 3', 'title': 'DN01812I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1663,"{'dept': 'MFG', 'name': 'Simone Pfeffer', 'shift': 'Group 3', 'title': 'DN01810I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1662,"{'dept': 'MFG', 'name': 'Mose Gusikowski', 'shift': 'Group 3', 'title': 'DN01809I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1661,"{'dept': 'MFG', 'name': 'Zella McKenzie', 'shift': 'Morning', 'title': 'DN01769I', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1660,"{'dept': 'MFG', 'name': 'Delbert Spinka', 'shift': 'Morning', 'title': 'DN01749I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1659,"{'dept': 'MFG', 'name': 'Cristian Bosco', 'shift': 'Night', 'title': 'DN01747I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1658,"{'dept': 'MFG', 'name': 'Oren Strosin', 'shift': 'Group 3', 'title': 'DN01742I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
